,date,Koreatown,Eagle Rock Resort,West Adams,Sunland-Tujunga,Westchester County,Pico Union,Valley Glen,West Los Angeles,Sun Valley,Hollywoodbets,Elysian Valley,Woodland Hills,"WATTS CO.,LTD.",Westlake,Boyle Heights,Harbor Gateway Transit Center,Pacoima,Echo Park,Glassell Park,Sunland-Tujunga,Barb and Star Go to Vista Del Mar,Mid-City,His and Her Circumstances,Gig Harbor,Century City,Copa del Rey,Reseda,Montecito Heights,South Los Angeles,Lincoln/Cypress,Atwater Village,Pacific Palisades,Mount Washington,Sylmar,Los Feliz,Playa del Rey,Toluca Lake,Pico - Robertson,SoFi Stadium,Sawtelle Boulevard,Hollywood Hills,Crenshaw,Brentwood,Taos Ski Valley,Park Mesa Heights,Tarzana,Vivienne Westwood,Rock 'N' Bowl,Panorama City,Van Nuys,Canoga Park,Nasu Highland Park,Studio City,Downtown,Palms,North Hollywood,Lincoln Heights,Playa Vista,Beverly Crest,San Pedro,Mid-Wilshire,Lake Balboa,Venice,KSNG,Under the Silver Lake,Wilmington,Sherman Oaks,El Sereno,Winnetka,Encino,Harvard Heights,Chatsworth House,Hotel the West Hills Mito,City centre
0,2018-01-07,68,56,42,69,51,79,18,87,67,0,24,72,24,15,36,29,44,21,41,69,0,38,55,98,28,38,17,81,40,48,33,10,100,16,82,63,44,29,1,66,27,22,60,39,24,48,14,33,56,54,71,0,67,31,40,81,49,78,2,81,46,43,60,0,1,27,82,15,55,84,30,53,50,8
1,2018-01-14,70,36,25,60,51,35,9,85,59,0,24,69,0,34,40,44,46,24,19,60,0,0,44,92,26,43,14,100,33,48,22,10,36,15,80,61,35,55,1,61,23,18,70,24,24,50,12,14,52,49,62,0,82,38,44,87,34,75,2,75,50,39,59,0,1,31,89,20,56,89,0,65,59,25
2,2018-01-21,69,40,38,50,49,47,11,84,65,0,19,69,0,58,51,0,39,26,33,50,0,38,54,81,24,79,33,36,38,0,32,9,29,15,57,63,37,46,0,71,27,19,69,37,24,48,12,35,50,52,61,0,73,12,44,79,29,75,2,75,49,32,62,0,1,28,84,13,55,78,0,67,56,8
3,2018-01-28,67,60,51,100,47,51,17,85,63,0,26,67,0,29,44,14,46,25,17,100,0,0,38,79,22,41,11,36,40,47,26,9,28,14,70,44,42,29,0,54,32,19,75,18,0,50,16,38,64,52,63,0,88,49,46,77,29,79,2,75,65,35,64,0,1,29,79,18,53,78,0,48,66,8
4,2018-02-04,64,15,31,57,49,61,15,81,57,0,30,68,0,25,41,29,42,25,17,57,0,0,43,82,22,45,19,22,39,47,31,9,27,14,70,78,32,35,1,60,31,17,68,20,24,46,16,21,61,51,59,0,72,55,44,76,34,73,3,76,68,43,62,0,1,28,84,22,54,87,15,55,76,48
5,2018-02-11,73,61,39,57,47,48,9,83,66,2,45,70,0,11,42,0,69,25,24,57,0,19,65,80,24,5,17,13,29,24,31,15,30,15,77,82,44,50,0,65,30,21,68,33,0,50,17,33,55,55,62,0,73,100,48,87,42,83,2,80,69,18,64,0,2,31,90,21,62,85,45,66,64,41
6,2018-02-18,68,90,46,74,47,58,6,81,67,0,37,66,0,15,57,0,47,30,24,74,0,0,38,77,27,3,14,53,33,47,26,12,28,17,73,60,34,50,0,77,24,23,63,35,24,52,13,40,51,55,60,0,78,74,50,82,45,73,2,78,23,37,66,0,3,31,83,15,64,89,15,62,67,65
7,2018-02-25,66,45,51,68,55,68,13,88,71,0,21,75,0,29,47,0,45,25,23,68,0,38,54,74,21,3,17,40,37,71,27,9,29,16,77,68,39,50,0,80,30,21,72,22,24,51,13,38,64,56,74,0,75,99,63,88,42,86,2,85,57,43,65,0,3,33,87,23,66,90,15,62,79,41
8,2018-03-04,83,30,52,55,60,27,12,81,56,2,35,70,0,25,51,43,55,23,27,55,0,37,48,71,22,4,14,13,33,47,25,10,25,16,81,68,45,39,0,51,26,21,77,22,24,47,15,44,49,58,68,0,74,67,54,83,31,76,1,76,38,38,72,0,1,32,77,13,61,88,15,67,84,48
9,2018-03-11,77,46,44,64,50,38,39,82,57,0,26,72,0,11,68,15,52,24,14,64,0,19,49,72,22,2,11,40,36,24,30,9,24,16,99,73,34,36,0,54,29,21,67,25,24,45,11,36,63,60,70,0,80,50,54,84,34,71,4,82,69,50,70,0,1,30,84,17,52,93,0,71,75,33
10,2018-03-18,67,40,53,73,54,34,14,82,58,0,42,72,0,26,47,14,59,25,31,73,0,0,32,80,21,3,31,22,37,0,34,10,23,15,75,71,40,43,0,50,32,21,84,16,0,51,16,26,62,58,66,0,76,43,62,85,35,76,3,82,42,52,64,0,59,32,86,12,55,90,15,47,61,24
11,2018-03-25,84,31,35,56,50,49,14,89,54,0,50,69,25,8,43,60,48,28,23,56,0,39,33,72,24,3,26,28,38,24,39,8,26,14,83,78,46,40,1,67,26,21,73,12,0,54,10,46,53,53,58,0,73,57,100,88,24,79,2,84,63,69,77,0,27,33,88,14,46,82,91,53,78,42
12,2018-04-01,83,31,57,86,48,77,16,81,42,0,36,75,25,34,63,0,48,30,31,86,0,20,67,73,24,2,17,18,31,25,32,10,30,17,78,56,44,37,0,47,28,19,86,5,0,55,12,24,50,58,66,0,78,26,58,89,28,92,4,92,79,61,78,0,15,36,86,14,58,91,15,75,85,8
13,2018-04-08,68,35,41,67,46,34,12,93,42,0,19,69,24,29,51,29,47,24,27,67,0,19,65,73,25,5,22,22,46,48,29,9,27,15,77,82,44,54,0,65,29,30,67,4,72,45,15,40,48,56,68,0,78,31,56,84,35,85,2,79,53,66,65,0,17,33,82,17,60,84,0,70,65,24
14,2018-04-15,73,36,56,62,48,69,17,91,45,0,42,68,0,22,51,15,45,27,24,62,0,19,33,67,21,47,25,27,35,24,37,10,26,16,73,59,36,47,0,48,29,20,78,4,24,51,12,31,51,55,62,0,83,50,58,79,17,91,1,76,62,55,74,0,7,32,86,15,58,92,0,61,86,66
15,2018-04-22,69,36,54,66,49,41,13,77,41,5,23,70,24,22,45,58,52,30,17,66,0,0,27,76,26,13,25,32,37,0,33,8,31,14,79,70,43,33,0,61,27,21,68,4,96,46,12,57,51,52,59,0,76,38,59,81,28,96,2,86,65,47,65,56,12,31,90,18,57,81,30,53,75,8
16,2018-04-29,71,20,53,82,48,27,17,92,42,2,21,71,0,11,53,15,46,28,25,82,0,38,32,71,25,3,34,22,38,48,26,8,25,14,69,86,42,25,0,63,23,18,73,3,24,45,11,43,60,58,59,0,80,37,55,86,46,95,5,83,65,53,64,0,9,30,87,16,59,87,15,70,67,16
17,2018-05-06,82,57,49,65,50,49,8,98,42,0,36,73,0,7,48,59,51,33,26,65,0,58,39,75,25,2,20,46,38,0,36,9,31,15,95,70,46,51,0,58,30,24,69,5,49,53,13,31,55,60,61,0,81,25,60,82,30,91,1,83,51,53,66,0,9,32,97,22,66,88,0,67,100,50
18,2018-05-13,76,26,62,70,51,42,11,82,41,0,36,76,0,15,46,0,42,27,19,70,0,0,39,72,24,2,17,37,49,0,28,9,31,14,83,61,41,37,0,46,26,20,78,5,0,50,13,37,55,55,69,0,73,51,56,83,34,95,2,81,59,43,68,0,35,32,90,17,62,90,15,61,82,42
19,2018-05-20,84,74,46,68,49,43,12,88,45,2,24,70,25,12,47,76,47,29,25,68,0,20,57,80,24,2,21,28,32,100,29,9,43,14,65,71,39,41,0,61,24,20,89,4,25,46,15,32,53,62,63,15,76,72,57,81,25,94,2,88,68,45,69,0,17,33,89,13,65,88,0,53,84,17
20,2018-05-27,85,27,38,72,50,54,15,91,46,5,30,72,26,8,52,0,52,26,20,72,0,0,46,82,24,1,27,43,34,25,34,10,36,17,75,82,42,53,0,59,23,19,83,5,51,52,14,25,60,54,64,0,81,53,59,86,25,76,2,86,57,60,81,0,17,33,90,12,63,89,0,68,87,26
21,2018-06-03,83,79,68,65,48,32,7,79,53,0,24,73,0,0,53,30,55,27,30,65,0,0,40,80,24,1,18,28,39,50,32,10,41,17,75,85,46,26,0,61,29,24,75,5,25,47,19,44,53,59,69,0,75,58,57,82,16,85,3,85,48,57,79,0,10,34,88,21,68,83,31,89,74,68
22,2018-06-10,86,58,53,64,48,78,16,100,59,0,31,76,0,23,46,15,54,29,26,64,0,20,56,74,28,1,20,37,34,25,46,9,54,17,72,76,46,41,0,69,29,21,83,5,25,56,15,37,59,63,63,0,84,26,56,100,30,87,100,89,48,42,83,0,11,37,97,24,74,98,0,81,88,42
23,2018-06-17,94,48,33,72,49,43,7,94,58,0,39,72,0,31,41,31,51,27,15,72,0,0,40,97,30,2,30,47,36,0,24,9,53,14,85,75,49,42,0,65,35,26,85,8,25,49,9,25,60,55,60,0,74,33,54,81,31,91,6,87,48,48,76,0,6,35,93,16,69,82,0,66,69,26
24,2018-06-24,94,64,44,70,50,51,8,91,63,2,35,77,51,8,46,31,47,29,34,70,0,0,29,87,28,1,21,24,33,51,32,9,53,16,90,94,45,31,0,68,21,22,77,9,0,45,13,40,48,60,65,0,80,26,55,85,36,92,1,89,69,46,80,0,6,37,95,15,66,88,16,41,81,17
25,2018-07-01,100,72,53,83,51,30,18,93,73,0,31,86,26,24,51,32,53,33,37,83,0,21,59,87,29,1,12,54,41,0,36,13,60,17,85,100,49,47,0,69,29,24,88,7,52,49,10,10,70,67,71,0,91,68,55,100,40,96,2,100,80,74,100,0,9,40,100,19,75,100,16,48,67,45
26,2018-07-08,95,80,56,80,49,54,9,85,88,0,32,86,0,27,51,61,56,40,48,80,0,0,74,82,27,1,21,47,36,25,43,10,55,17,87,91,45,23,0,73,32,22,72,7,50,56,14,40,58,59,74,0,83,52,55,91,32,91,4,97,60,41,87,0,11,36,92,20,67,89,16,66,80,60
27,2018-07-15,82,48,31,77,50,61,17,92,77,3,32,75,0,16,73,0,51,34,18,77,0,0,29,83,27,1,27,38,39,0,100,9,54,16,88,70,44,34,0,76,26,19,83,7,0,58,12,57,51,57,64,0,100,46,53,95,30,86,2,91,73,45,86,0,6,38,91,13,62,85,16,46,82,69
28,2018-07-22,94,60,42,68,50,66,11,91,72,0,43,83,0,12,54,16,56,47,22,68,0,0,52,88,27,1,24,43,41,77,43,10,55,17,100,88,49,62,0,91,76,20,65,8,0,55,14,51,64,60,73,0,89,27,55,93,32,91,2,94,66,58,88,0,9,38,100,20,65,95,16,65,85,26
29,2018-07-29,87,64,26,70,50,32,14,96,71,0,20,76,25,16,46,77,50,37,26,70,0,0,63,83,30,1,24,19,56,25,35,9,61,17,86,92,41,38,0,100,33,19,62,7,25,53,13,55,55,65,71,0,82,53,54,86,27,94,5,87,56,53,87,0,6,36,92,29,61,93,47,68,69,34
30,2018-08-05,98,75,43,77,63,47,13,96,66,2,30,76,0,19,58,15,50,35,32,77,0,0,86,92,26,1,12,33,42,0,47,10,61,15,88,95,49,49,0,74,27,21,69,8,25,53,16,33,57,60,70,15,82,72,53,99,25,98,4,91,57,45,82,0,15,36,96,22,56,93,0,50,84,43
31,2018-08-12,85,70,59,64,49,44,12,84,65,2,42,82,0,19,47,15,45,51,25,64,0,20,63,93,28,3,21,62,40,25,35,10,55,19,85,71,39,34,0,73,30,19,71,9,0,54,12,48,52,60,69,0,76,53,51,88,26,95,2,86,65,50,73,0,9,33,89,16,100,85,47,79,89,17
32,2018-08-19,85,86,44,68,46,91,13,85,60,2,35,80,51,23,39,93,47,38,41,68,0,0,23,93,27,1,21,14,33,0,27,12,58,15,66,63,47,38,0,63,21,19,73,9,0,50,12,58,58,52,62,0,72,53,49,86,20,75,1,84,53,54,68,0,7,30,90,18,56,92,16,59,83,26
33,2018-08-26,73,42,68,66,47,50,11,83,63,2,24,73,0,42,69,30,51,22,21,66,0,60,40,82,24,1,29,28,34,25,27,10,49,15,74,84,31,71,0,66,23,18,73,13,0,51,10,42,53,54,60,15,67,52,47,80,16,85,1,93,60,41,65,0,10,28,88,14,65,90,31,78,76,43
34,2018-09-02,76,32,68,60,46,39,9,89,53,2,41,69,0,19,58,30,42,28,19,60,0,60,57,76,24,1,21,42,37,0,32,10,48,15,67,72,34,23,0,61,28,22,68,11,50,45,12,45,55,49,57,0,81,85,48,78,18,83,2,81,60,47,66,0,10,28,81,15,57,87,15,58,56,17
35,2018-09-09,72,46,29,67,47,42,14,76,49,0,43,73,49,30,44,15,38,24,27,67,0,97,38,68,22,1,20,23,29,0,29,10,40,16,74,66,41,51,0,53,22,16,71,6,24,48,12,31,48,54,63,0,84,95,44,78,17,83,2,76,62,42,58,0,10,100,80,18,62,82,30,62,75,25
36,2018-09-16,66,21,64,71,47,49,13,87,46,0,100,67,25,19,74,0,45,26,100,71,0,0,33,65,24,0,32,37,34,49,28,12,45,14,77,61,36,44,0,62,23,17,62,16,0,44,11,22,55,70,61,0,77,38,47,78,16,83,3,75,74,43,58,0,6,61,76,15,51,77,45,64,71,67
37,2018-09-23,71,15,49,62,46,42,11,72,46,2,66,66,24,11,52,30,49,24,19,62,0,19,66,66,24,1,20,23,30,49,24,13,43,14,66,59,29,26,1,59,25,16,62,11,24,43,10,39,56,53,56,0,67,51,43,80,28,74,1,74,62,47,56,0,5,33,82,13,55,82,0,66,71,66
38,2018-09-30,66,41,59,64,48,21,15,77,42,2,28,67,0,7,45,0,43,24,24,64,0,0,38,67,22,0,17,14,43,0,30,11,48,14,66,62,46,36,0,49,22,17,71,11,24,46,14,31,50,54,64,0,70,44,43,81,29,87,2,77,62,39,58,0,11,29,78,12,53,76,0,55,63,49
39,2018-10-07,70,47,50,60,45,49,13,84,49,3,34,63,0,15,49,45,45,23,26,60,0,59,50,67,24,1,14,18,39,25,50,11,52,15,75,62,57,26,0,47,18,16,58,17,0,50,20,34,57,52,58,0,68,77,43,71,43,82,1,71,91,46,57,0,7,30,77,12,55,78,0,54,66,8
40,2018-10-14,62,16,48,64,45,43,12,84,48,3,32,63,0,19,36,0,41,23,20,64,0,40,57,66,25,1,15,28,33,0,31,9,48,15,67,57,35,34,0,64,25,21,67,16,0,45,19,35,54,52,63,0,72,39,46,70,29,71,6,66,60,39,57,0,9,26,79,20,48,82,15,51,69,9
41,2018-10-21,59,36,62,59,46,59,8,77,45,5,21,67,0,11,45,30,39,25,11,59,0,0,44,65,21,1,32,18,36,73,30,10,35,14,68,44,39,40,0,44,24,17,55,19,24,68,11,19,54,52,50,0,72,76,43,76,31,68,2,68,51,37,52,0,7,25,79,22,44,85,15,66,53,42
42,2018-10-28,53,32,45,65,46,39,9,82,35,5,32,65,0,11,46,15,43,26,25,65,0,0,45,68,22,22,6,19,29,0,24,9,26,12,68,50,46,41,1,64,23,19,67,24,0,44,14,22,48,51,61,0,72,45,43,78,23,83,1,70,64,37,54,0,9,25,70,14,50,78,77,67,51,42
43,2018-11-04,78,25,50,69,47,54,12,85,45,5,37,94,0,11,71,14,51,22,20,69,0,0,32,62,25,1,25,40,30,23,22,17,23,14,80,59,46,35,0,61,32,33,52,15,0,56,22,33,48,50,67,0,70,37,42,81,36,77,2,69,72,48,53,0,9,27,97,16,52,84,29,72,56,40
44,2018-11-11,72,5,49,59,49,56,14,85,49,0,19,83,25,11,37,15,40,24,22,59,0,19,55,65,26,1,26,9,35,24,30,16,28,14,64,42,100,29,0,72,36,35,64,30,24,48,15,31,49,50,61,0,64,44,44,67,26,76,1,68,66,40,54,0,10,26,87,15,55,85,0,83,57,33
45,2018-11-18,61,27,29,72,43,59,10,70,51,0,25,58,0,4,32,78,40,24,18,72,0,20,47,67,29,1,12,14,29,26,24,10,31,14,68,54,77,27,1,47,17,23,68,30,26,41,13,33,45,50,57,0,63,94,42,68,20,74,1,67,49,32,46,0,5,23,74,13,51,67,32,45,52,44
46,2018-11-25,58,35,35,56,42,30,10,68,48,0,14,62,0,7,47,0,45,28,28,56,0,37,32,69,24,1,14,13,30,23,39,10,27,13,60,55,42,35,0,76,16,17,59,25,0,43,15,18,48,49,57,0,58,67,41,73,22,74,0,66,56,36,50,0,4,24,75,14,54,76,29,54,43,48
47,2018-12-02,55,41,29,61,41,55,10,84,54,0,33,64,0,7,45,15,52,30,24,61,0,0,44,64,23,20,23,23,35,0,24,9,24,15,65,61,44,14,0,60,21,19,70,40,0,44,16,50,59,48,62,0,71,69,44,71,23,66,2,73,42,32,46,0,80,24,77,13,57,78,15,51,55,25
48,2018-12-09,62,26,47,47,43,42,14,70,54,3,12,65,0,7,70,15,48,23,21,47,0,39,44,64,24,4,23,55,30,49,27,9,29,15,79,48,41,40,0,62,23,16,63,32,0,43,18,46,47,48,61,0,66,6,41,66,18,67,4,73,54,34,47,0,73,25,78,14,55,74,0,66,55,50
49,2018-12-16,69,37,23,58,45,32,13,84,56,5,27,68,0,11,45,30,44,23,12,58,0,0,56,68,33,3,15,19,41,0,27,10,29,12,68,62,42,37,1,64,23,23,67,37,25,44,14,47,46,47,57,0,73,39,41,68,29,71,2,74,48,31,46,0,40,24,80,16,81,80,31,40,57,34
50,2018-12-23,84,35,31,54,43,48,26,94,85,4,8,71,0,30,46,34,46,23,14,54,0,0,51,76,35,1,26,73,30,56,24,9,31,14,65,49,41,55,0,64,29,28,59,77,56,48,25,100,51,49,54,17,65,44,41,75,31,63,2,81,31,35,60,0,35,24,91,16,69,90,69,47,39,29
51,2018-12-30,85,33,31,49,48,52,19,70,77,3,33,65,0,20,39,0,42,28,13,49,0,0,23,73,27,2,18,58,31,0,25,10,33,14,75,59,37,39,1,54,34,23,60,62,26,44,17,100,50,50,56,0,69,54,44,71,34,75,3,77,29,31,63,0,31,26,82,13,52,87,32,47,63,18
52,2019-01-06,75,31,52,55,45,35,15,83,64,2,12,68,25,7,45,0,47,22,24,55,0,0,39,64,24,35,26,18,38,24,28,10,29,15,70,70,35,69,1,79,24,19,60,39,73,48,12,48,59,53,68,0,76,44,45,78,35,74,2,77,90,33,56,0,23,26,70,16,51,83,30,64,68,0
53,2019-01-13,68,35,26,62,46,57,13,78,63,6,37,69,0,4,47,14,48,26,21,62,0,0,37,65,25,66,22,40,34,24,31,10,26,16,69,71,35,28,1,64,29,19,62,100,24,51,10,44,57,54,64,0,72,37,45,88,19,73,2,74,64,40,54,0,20,25,84,21,53,84,29,91,57,16
54,2019-01-20,72,35,29,57,45,41,15,88,59,2,35,66,0,11,45,0,38,25,24,57,0,0,21,64,25,55,25,31,33,24,32,10,38,13,71,58,33,32,1,43,25,22,71,45,0,44,12,21,54,50,58,0,66,31,46,76,30,75,1,75,45,22,61,0,23,26,73,15,52,79,15,83,62,16
55,2019-01-27,65,35,50,67,45,30,12,78,56,3,28,65,24,4,42,14,54,23,20,67,0,37,59,61,22,99,14,22,30,47,26,9,37,15,66,60,52,28,1,48,24,15,71,32,23,49,13,65,57,51,62,0,71,31,44,81,31,73,2,72,68,44,57,0,25,26,75,15,57,87,15,85,54,16
56,2019-02-03,68,39,46,53,43,69,11,94,71,0,11,68,0,25,41,14,52,21,29,53,0,0,57,68,23,90,13,26,29,46,25,10,27,15,71,51,32,48,1,39,23,17,72,36,23,100,16,45,57,54,64,0,75,0,45,78,37,68,4,73,66,22,53,0,15,25,73,11,49,78,14,78,68,23
57,2019-02-10,72,44,23,70,48,50,18,89,74,1,18,69,0,14,48,28,63,24,16,70,0,37,68,76,27,10,14,30,32,0,31,19,32,16,73,65,38,42,0,53,24,21,78,42,93,63,12,50,52,52,63,0,68,12,47,83,41,90,2,77,67,42,55,0,8,27,82,17,56,90,0,79,75,47
